source,rubrique,page,titre,url,date
lefaso.net,Politique,2,"Burkina Faso : L’hymne de l’AES le « Sahel benkan » a retentit a Koulouba, lors de la traditionnelle montée des couleurs",https://lefaso.net/spip.php?article138680,
lefaso.net,Politique,2,"Témoignage : Valère, mon maître idéologique et politique",https://lefaso.net/spip.php?article138433,
lefaso.net,Politique,2,Diplomatie : Un émissaire du président Donald Trump dépêché à Ouagadougou,https://lefaso.net/spip.php?article138459,
lefaso.net,Politique,2,"Burkina/ Assemblée législative de Transition : L’examen des projets de loi portant organisation judiciaire et Code de procédure pénale renvoyé, suite à des amendements du gouvernement",https://lefaso.net/spip.php?article138343,
lefaso.net,Politique,2,"Coopération Burkina-Russie : "" Nous sommes entrain d’approfondir les volets défense-sécurité mais aussi des volets éducations [...] notamment dans la science"" Le chef de l’État Ibrahim Traoré",https://lefaso.net/spip.php?article138103,
lefaso.net,Politique,2,"Burkina / Sécurité : « On ne peut pas parler de souveraineté et avoir l’armée d’un autre pays sur notre sol qui nous dicte ce qu’il faut faire », capitaine Ibrahim Traoré",https://lefaso.net/spip.php?article138073,
lefaso.net,Politique,2,Gouvernance du MPSR2 : Ce que les fasonautes en pensent,https://lefaso.net/spip.php?article137844,
lefaso.net,Politique,2,Burkina : Immersion patriotique obligatoire pour les élèves (CONSEIL DES MINISTRES DU 2 MAI 2025),https://lefaso.net/spip.php?article137862,
lefaso.net,Politique,2,"Burkina : Tout est mis en œuvre pour déjouer les tentatives de déstabilisation, selon le Premier ministre Jean-Emmanuel Ouédraogo",https://lefaso.net/spip.php?article137767,
lefaso.net,Politique,2,"Burkina : Une tentative de déstabilisation déjouée, rapporte le ministre de la Sécurité, Mahamadou Sana",https://lefaso.net/spip.php?article137587,
lefaso.net,Politique,2,Et Lamizana riait : Anecdote sur l’art de gouverner,https://lefaso.net/spip.php?article137381,
lefaso.net,Politique,2,"Burkina Faso : « Nous sommes bien en révolution progressiste populaire », annonce le chef de l’État, le Capitaine Ibrahim Traoré",https://lefaso.net/spip.php?article137130,
lefaso.net,Politique,2,"Burkina Faso : « Nous serons impitoyables et sans état d’âme », prévient le chef de l’État, le Capitaine Ibrahim Traoré",https://lefaso.net/spip.php?article137133,
lefaso.net,Politique,2,"Burkina Faso : « Se sacrifier et donner le meilleur de soi-même pour le bonheur de notre peuple », le mot d’ordre du chef de l’État",https://lefaso.net/spip.php?article137134,
lefaso.net,Politique,2,Sondage sur la gouvernance du MPSR2,https://lefaso.net/spip.php?article136977,
lefaso.net,Politique,3,2e édition des journées d’engagement patriotique : Le président du Faso appelle au respect de l’ordre et de la discipline,https://lefaso.net/spip.php?article136999,
lefaso.net,Politique,3,"Burkina/Lutte contre le terrorisme : « Aucun centimètre carré du pays ne sera cédé », martèle le Premier ministre",https://lefaso.net/spip.php?article136772,
lefaso.net,Politique,3,"Burkina/Discours sur la situation de la Nation : « Globalement, nous sommes satisfaits, mais il y a des aspects pour lesquels nous attendons des actions concrètes sur le terrain », confie le député Nassouri Daaga",https://lefaso.net/spip.php?article136762,
lefaso.net,Politique,3,Discours sur la situation de la Nation : Voici l’intégralité du discours du Premier ministre,https://lefaso.net/spip.php?article136729,
lefaso.net,Politique,3,Burkina Faso : Le Premier ministre fait son discours sur la situation de la nation ce vendredi 14 mars 2025,https://lefaso.net/spip.php?article136705,
lefaso.net,Politique,3,Burkina : Adoption d’un décret pour protéger la population des dangers du tabagisme,https://lefaso.net/spip.php?article136701,
lefaso.net,Politique,3,Burkina : Réalisation de plusieurs infrastructures routières en perspective,https://lefaso.net/spip.php?article136542,
lefaso.net,Politique,3,Burkina :  Création d’un établissement public de l’État à caractère professionnel,https://lefaso.net/spip.php?article136543,
lefaso.net,Politique,3,"Burkina : « Il n’y a pas de raison de se démotiver, parce que l’histoire nous a toujours donné raison, et l’histoire continuera de nous donner raison », motive le président Ibrahim Traoré",https://lefaso.net/spip.php?article136486,
lefaso.net,Politique,3,"Burkina/Rapport de la Cour des comptes : Premier ministère, tête de liste des fautes de gestion de 2016 à 2022",https://lefaso.net/spip.php?article136479,
lefaso.net,Politique,3,Burkina : Création d’un orchestre de la Présidence du Faso,https://lefaso.net/spip.php?article136175,
lefaso.net,Politique,3,"Evaluation des membres du gouvernement : Taux d’exécution de 90,4% pour le ministère en charge du numérique",https://lefaso.net/spip.php?article136151,
lefaso.net,Politique,3,"Bilan de l’évaluation 2024 des contrats d’objectifs : Une performance moyenne de 88,33% enregistrée",https://lefaso.net/spip.php?article136135,
lefaso.net,Politique,3,"Evaluation des contrats d’objectifs 2024 : L’Enseignement supérieur réalise une performance de 81,7%",https://lefaso.net/spip.php?article136128,
lefaso.net,Politique,3,Evaluation des contrats d’objectifs 2024 : Une performance de 82% pour le ministère en charge de l’Enseignement secondaire,https://lefaso.net/spip.php?article136127,
lefaso.net,Politique,3,"Evaluation des contrats d’objectifs 2024 : Le ministère en charge de l’Energie enregistre un taux d’exécution de 85,83%",https://lefaso.net/spip.php?article136124,
lefaso.net,Politique,3,𝐄́𝐯𝐚𝐥𝐮𝐚𝐭𝐢𝐨𝐧 𝐝𝐞𝐬 𝐜𝐨𝐧𝐭𝐫𝐚𝐭𝐬 𝐝’𝐨𝐛𝐣𝐞𝐜𝐭𝐢𝐟𝐬 𝟐𝟎𝟐𝟒 𝐝𝐮 𝐆𝐨𝐮𝐯𝐞𝐫𝐧𝐞𝐦𝐞𝐧𝐭 :  𝐔𝐧 𝐭𝐚𝐮𝐱 𝐝𝐞 𝐫é𝐚𝐥𝐢𝐬𝐚𝐭𝐢𝐨𝐧 𝐝𝐞 𝟖𝟗 % 𝐩𝐨𝐮𝐫 𝐥𝐞 𝐦𝐢𝐧𝐢𝐬𝐭è𝐫𝐞 𝐞𝐧 𝐜𝐡𝐚𝐫𝐠𝐞 𝐝𝐞 𝐥𝐚 𝐃é𝐟𝐞𝐧𝐬𝐞 𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥𝐞,https://lefaso.net/spip.php?article136113,
lefaso.net,Politique,3,"𝐂𝐨𝐧𝐭𝐫𝐚𝐭𝐬 𝐝’𝐨𝐛𝐣𝐞𝐜𝐭𝐢𝐟𝐬 𝟐𝟎𝟐𝟒 : 𝐥𝐞 𝐦𝐢𝐧𝐢𝐬𝐭è𝐫𝐞 𝐝𝐞 𝐥’𝐀𝐜𝐭𝐢𝐨𝐧 𝐡𝐮𝐦𝐚𝐧𝐢𝐭𝐚𝐢𝐫𝐞 𝐞𝐭 𝐝𝐞 𝐥𝐚 𝐒𝐨𝐥𝐢𝐝𝐚𝐫𝐢𝐭é 𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥𝐞 𝐞𝐧𝐫𝐞𝐠𝐢𝐬𝐭𝐫𝐞 𝐮𝐧 𝐭𝐚𝐮𝐱 𝐝’𝐞𝐱é𝐜𝐮𝐭𝐢𝐨𝐧 𝐝𝐞 𝟗𝟏,𝟐𝟑 %",https://lefaso.net/spip.php?article136111,
lefaso.net,Politique,3,Ministère de la Sécurité : Un taux d’exécution des activités de 92% en 2024,https://lefaso.net/spip.php?article136090,
lefaso.net,Politique,3,Evaluation de contrats d’objectifs 2024 : La diplomatie burkinabè enregistre un taux de rayonnement de plus de 90%,https://lefaso.net/spip.php?article136097,
lefaso.net,Politique,4,Evaluation des contrats d’objectifs 2024 :  Le ministre Mathias Traoré satisfait de la note de son département,https://lefaso.net/spip.php?article136096,
lefaso.net,Politique,4,"Evaluation des contrats d’objectifs 2024 : Une performance de 93,34% pour le ministère de l’Agriculture",https://lefaso.net/spip.php?article136082,
lefaso.net,Politique,4,Evaluation des contrats d’objectifs des membres du gouvernement : Le ministère de l’Economie et des finances affiche un taux de 88%,https://lefaso.net/spip.php?article136081,
lefaso.net,Politique,4,"Evaluation des contrats d’objectifs 2024 des membres du Gouverment : 84,60% de taux de réalisation pour le ministère des Infrastructures et du désenclavement",https://lefaso.net/spip.php?article136073,
lefaso.net,Politique,4,"Evaluation annuelle des membres du Gouverment : Un taux de performance de 84,33% pour le ministre de l’Administration territoriale et de la mobilité",https://lefaso.net/spip.php?article136072,
lefaso.net,Politique,4,"Évaluation des contrats d’objectifs 2024 des membres du Gouvernement : Le département de Edasso Rodrigue Bayala affiche un taux de réalisation de 99,03%",https://lefaso.net/spip.php?article136061,
lefaso.net,Politique,4,Pr Magloire Somé à propos du rôle de l’église catholique dans l’évolution du Burkina Faso : « L’instabilité politique et la mauvaise gestion du pouvoir d’État ont souvent provoqué des diatribes verbales de l’épiscopat »,https://lefaso.net/spip.php?article136000,
lefaso.net,Politique,4,Burkina/Dialogue social : Le gouvernement et les syndicats accordent leurs violons,https://lefaso.net/spip.php?article135988,
lefaso.net,Politique,4,"Intégration sous-régionale : ""Toute décision de retirer nos états de la CEDEAO n’incarne point un bon esprit panafricaniste"" (déclaration SOCL)",https://lefaso.net/spip.php?article135758,
lefaso.net,Politique,4,"Burkina : « Depuis l’avènement de l’AES, nos ennemis tentent vainement de freiner l’élan révolutionnaire de nos peuples » (ACPB-Mouvement jeunesse, réveille-toi)",https://lefaso.net/spip.php?article135686,
lefaso.net,Politique,4,"Burkina : Le succès de la réconciliation nationale passe par le dialogue inclusif et sincère (Dr Ablassé Ouédraogo, Le Faso Autrement)",https://lefaso.net/spip.php?article135682,
lefaso.net,Politique,4,𝐑é𝐠𝐢𝐨𝐧 𝐝𝐞𝐬 𝐇𝐚𝐮𝐭𝐬-𝐁𝐚𝐬𝐬𝐢𝐧𝐬 : 𝐋𝐞 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 𝐦𝐢𝐧𝐢𝐬𝐭𝐫𝐞 é𝐜𝐡𝐚𝐧𝐠𝐞 𝐚𝐯𝐞𝐜 𝐥’𝐀𝐝𝐦𝐢𝐧𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐨𝐧 𝐞𝐭 𝐥𝐞𝐬 𝐨𝐩é𝐫𝐚𝐭𝐞𝐮𝐫𝐬 é𝐜𝐨𝐧𝐨𝐦𝐢𝐪𝐮𝐞𝐬,https://lefaso.net/spip.php?article135676,
lefaso.net,Politique,4,Ministère de la Santé : Qui est Dr Joël Arthur Kiendrébéogo nommé secrétaire général ?,https://lefaso.net/spip.php?article135496,
lefaso.net,Politique,4,Burkina : “Le bilan est largement suffisant pour adresser un satisfecit au président Ibrahim Traoré et lui rendre un vibrant hommage” (le Réseau patriotique burkinabè),https://lefaso.net/spip.php?article135498,
lefaso.net,Politique,4,"Relations Afrique-France : « S’il y a bien un ingrat, c’est bien Emmanuel Macron » (Capitaine Ibrahim Traoré)",https://lefaso.net/spip.php?article135417,
lefaso.net,Politique,4,"Réconciliation nationale : « On doit réunir tous ceux qui cherchent la paix, pour que chacun donne le meilleur de lui-même pour sauver le pays » (El Hadj Mohamadi Lamine Kouanda)",https://lefaso.net/spip.php?article135384,
lefaso.net,Politique,4,"Retrait de la CEDEAO : « Le peuple de l’AES n’a peur d’aucune menace, parce qu’il a déjà vécu toutes les violences possibles » (Lucien Zié du mouvement Le Faso, Ma Patrie)",https://lefaso.net/spip.php?article135248,
lefaso.net,Politique,4,"Rétro politique 2024 au Burkina : Du retrait de la CEDEAO à la consolidation des liens avec la Russie, en passant par la création de la Confédération AES..., une année bien mouvementée",https://lefaso.net/spip.php?article135241,
lefaso.net,Politique,4,Burkina/Soulèvement populaire de 1966 : L’UAS invite le gouvernement à inscrire son action dans le respect des droits et libertés des citoyens,https://lefaso.net/spip.php?article135230,
lefaso.net,Politique,4,Nouvel an 2025 : Message à la Nation du président du Faso,https://lefaso.net/spip.php?article135195,
lefaso.net,Politique,5,Fête du nouvel an 2025 : Les vœux du parti Le Faso Autrement,https://lefaso.net/spip.php?article135201,
lefaso.net,Politique,5,Fête du nouvel an 2025 : Les vœux de Zéphirin Diabré,https://lefaso.net/spip.php?article135200,
lefaso.net,Politique,5,Fête du nouvel an 2025 : Les vœux du MPP,https://lefaso.net/spip.php?article135203,
lefaso.net,Politique,5,Burkina/Justice : Les députés adoptent la loi portant amnistie et conditions d’octroi de grâce amnistiante,https://lefaso.net/spip.php?article135159,
lefaso.net,Politique,5,Burkina : Les députés de l’ALT votent la loi portant interdiction des emballages et sachets en plastique,https://lefaso.net/spip.php?article135162,
lefaso.net,Politique,5,Burkina/Justice : Les députés adoptent le projet de loi portant amnistie et conditions d’octroi de grâce amnistiante,https://lefaso.net/spip.php?article135146,
lefaso.net,Politique,5,Déclaration de politique générale : Les députés conquis par les promesses du Premier ministre Rimtalba Jean Emmanuel Ouédraogo,https://lefaso.net/spip.php?article135133,
lefaso.net,Politique,5,"Burkina Faso : « 70,59% du territoire sous contrôle, 1 million de déplacés réinstallés », assure le Premier ministre Rimtalba Jean Emmanuel Ouédraogo",https://lefaso.net/spip.php?article135122,
lefaso.net,Politique,5,Burkina Faso : L’intégralité de la Déclaration de politique générale du Premier ministre Jean Emmanuel Ouédraogo,https://lefaso.net/spip.php?article135101,
lefaso.net,Politique,5,Conduite de l’action gouvernementale : Les députés accordent leur confiance au Premier ministre Rimtalba Jean Emmanuel Ouédraogo,https://lefaso.net/spip.php?article135111,
lefaso.net,Politique,5,Burkina : Le Premier ministre Jean Emmanuel Ouédraogo prononcera ce 27 décembre 2024 sa déclaration de politique générale devant l’ALT,https://lefaso.net/spip.php?article135068,
lefaso.net,Politique,5,Burkina Faso : Le budget de l’État exercice 2025 s’élève à plus de 3 100 milliards de FCFA,https://lefaso.net/spip.php?article135035,
lefaso.net,Politique,5,"Burkina : Amnistier les faits du coup d’État de 2015 n’est pas contraire à l’esprit de l’insurrection populaire, rassure le ministre de la Justice",https://lefaso.net/spip.php?article134992,
lefaso.net,Politique,5,Burkina : François Compaoré bloqué en Côte d’Ivoire,https://lefaso.net/spip.php?article135000,
lefaso.net,Politique,5,Burkina : Vers une amnistie pour certains auteurs de la tentative de coup d’État de septembre 2015,https://lefaso.net/spip.php?article134939,
lefaso.net,Politique,5,"Nouveau Gouvernement :  Accélération, lutte contre la corruption et rationalisation des dépenses comme boussole pour 2025",https://lefaso.net/spip.php?article134906,
lefaso.net,Politique,5,"Burkina : « Les forces combattantes vont poursuivre les terroristes jusqu’à leur dernier retranchement », promet le président Ibrahim Traoré",https://lefaso.net/spip.php?article134726,
lefaso.net,Politique,5,Ministère de la Fonction publique : Bassolma Bazié cède officiellement son fauteuil à Mathias Traoré,https://lefaso.net/spip.php?article134741,
lefaso.net,Politique,5,"Burkina/Lutte contre le terrorisme : « Nous verrons bientôt le bout du tunnel, il ne sera plus qu’une question de temps », foi du nouveau ministre de la défense",https://lefaso.net/spip.php?article134690,
lefaso.net,Politique,5,Burkina : Le CDP rejette des accusations « mensongères » à l’encontre de son président Eddie Komboïgo,https://lefaso.net/spip.php?article134704,
lefaso.net,Politique,6,"Burkina : « Nous devons intensifier les efforts sur tous les fronts », affirme le nouveau Premier ministre, Jean Emmanuel Ouédraogo",https://lefaso.net/spip.php?article134674,
lefaso.net,Politique,6,Burkina Faso : Bassolma Bazié nommé président de la Commission nationale de la Confédération des Etats du Sahel,https://lefaso.net/spip.php?article134675,
lefaso.net,Politique,6,"Burkina Faso / Nouveau gouvernement : Départ de Bassolma Bazié, entrée du général Simporé… les changements notables",https://lefaso.net/spip.php?article134664,
lefaso.net,Politique,6,Burkina : Le général de brigade Célestin Simporé nommé ministre de la Défense,https://lefaso.net/spip.php?article134669,
lefaso.net,Politique,6,Burkina Faso : Jean Emmanuel Ouédraogo nommé Premier ministre,https://lefaso.net/spip.php?article134659,
lefaso.net,Politique,6,"Burkina Faso : Fin de fonction du Premier ministre Apollinaire Kyelem, le gouvernement dissout",https://lefaso.net/spip.php?article134644,
lefaso.net,Politique,6,Burkina : Trois citoyens demandent des précisions au Premier ministre sur sa remise en cause de la célébration du 11 décembre,https://lefaso.net/spip.php?article134571,
lefaso.net,Politique,6,"Burkina Faso / Célébration du 11 décembre : « La date de la fête nationale reste à écrire », prévient le Premier ministre",https://lefaso.net/spip.php?article134540,
lefaso.net,Politique,6,Fête nationale : Le Premier ministre questionne le choix de la date du 11 décembre,https://lefaso.net/spip.php?article134536,
lefaso.net,Politique,6,Burkina : Les députés votent la loi portant statut général des personnels des forces armées nationales,https://lefaso.net/spip.php?article134507,
lefaso.net,Politique,6,Séjour du Chef de l’Etat dans les Hauts-Bassins : Les autorités administratives et militaires réaffirment leur engagement,https://lefaso.net/spip.php?article134491,
lefaso.net,Politique,6,"Burkina : Les PDS sommés de se contenter des mots de bienvenue en lieu et place des discours ""fleuves"" lors des cérémonies",https://lefaso.net/spip.php?article134482,
lefaso.net,Politique,6,"Burkina : Le pouvoir fait des ""révélations graves"" sur des entreprises immobilières",https://lefaso.net/spip.php?article134456,
lefaso.net,Politique,6,Armoiries du Burkina Faso : Vers une révision de la loi y relative,https://lefaso.net/spip.php?article134454,
lefaso.net,Politique,6,Burkina/Gouvernance : La CODEL présente son Plan stratégique 2025-2029 aux partenaires et affiche ses ambitions pour le pays,https://lefaso.net/spip.php?article134417,
lefaso.net,Politique,6,"Burkina : Les députés et le personnel de l’ALT invités à s’approprier la devise « La Patrie ou la Mort, nous Vaincrons »",https://lefaso.net/spip.php?article134355,
lefaso.net,Politique,6,Burkina : Le président du Faso promulgue la loi portant révision de la Constitution,https://lefaso.net/spip.php?article134309,
lefaso.net,Politique,6,Burkina : Les députés de l’ALT adoptent le projet de loi portant administration du travail d’intérêt général,https://lefaso.net/spip.php?article134025,
lefaso.net,Politique,6,Projet de déstabilisation de la Transition : Des soldats refusent un marché de cinq milliards,https://lefaso.net/spip.php?article134049,
lefaso.net,Politique,6,"Burkina : Dépenses à la présidence du Faso, brebis galeuses à l’action sociale, « sabotage » à Air Burkina… Le président Ibrahim Traoré s’exprime",https://lefaso.net/spip.php?article133915,
lefaso.net,Politique,7,Burkina : L’Assemblée législative de transition valide le projet de loi portant modification de la constitution,https://lefaso.net/spip.php?article133661,
lefaso.net,Politique,7,"Désenclavement et urbanisation : Le gouvernement adopte l’Initiative présidentielle ""Faso Mêbo""",https://lefaso.net/spip.php?article133601,
lefaso.net,Politique,7,"Burkina/Célébration du 15 octobre : « Méditez le sens profond de notre hymne national et de l’hymne de la révolution », Apollinaire Kyélèm de Tambèla",https://lefaso.net/spip.php?article133543,
lefaso.net,Politique,7,37e anniversaire de l’assassinat de Thomas Sankara : Le Président du Faso rend hommage à un grand visionnaire,https://lefaso.net/spip.php?article133549,
lefaso.net,Politique,7,"Burkina : « Vivons avec le minimum qu’on a, et vivons surtout dignes », souligne le conseiller spécial du président du Faso, William Sosthène Sanou",https://lefaso.net/spip.php?article133478,
lefaso.net,Politique,7,Burkina Faso : Le Premier ministre présente ses excuses suite à ses propos polémiques sur les fétiches,https://lefaso.net/spip.php?article133407,
lefaso.net,Politique,7,"Burkina/ Sécurité : « Toutes les communes auront la présence d’une force de sécurité », président du Faso",https://lefaso.net/spip.php?article133316,
lefaso.net,Politique,7,"Burkina/ Tentative de déstabilisation : « Je ne vous promets rien, mais j’espère que Damiba sera extradé », président du Faso",https://lefaso.net/spip.php?article133317,
lefaso.net,Politique,7,🛑Burkina/AN II de la Transition : L’adresse du président du Faso aux Burkinabè,https://lefaso.net/spip.php?article133308,
lefaso.net,Politique,7,"Burkina/Montée des couleurs à la Primature : « Je vous demande de contribuer à l’éducation de vos enfants. Et vous-mêmes, vous devez vous éduquer » (Premier ministre)",https://lefaso.net/spip.php?article133274,
lefaso.net,Politique,7,"Burkina : « Près de 70% du territoire est désormais sous le contrôle de l’État », déclare Jean Marie Traoré (ministre des Affaires étrangères)",https://lefaso.net/spip.php?article133207,
lefaso.net,Politique,7,Burkina/AN II de la Transition : Le président du Faso s’adressera aux Burkinabè le 5 octobre 2024 sur la Radio nationale,https://lefaso.net/spip.php?article133202,
lefaso.net,Politique,7,"Tentative de déstabilisation du Burkina : L’ex-commandant des Forces spéciales, Ahmed Kinda, passe aux aveux (RTB)",https://lefaso.net/spip.php?article133166,
lefaso.net,Politique,7,Université d’été des jeunes de l’AES : Le Président du Faso invite la jeunesse à faire échec à la manipulation,https://lefaso.net/spip.php?article133134,
lefaso.net,Politique,7,Université d’été de l’AES :  Des jeunes réunis pour discuter des enjeux de la confédération,https://lefaso.net/spip.php?article133086,
lefaso.net,Politique,7,Secteur de l’assurance : Le gouvernement décide de la création d’une société de réassurance,https://lefaso.net/spip.php?article133080,
lefaso.net,Politique,7,Burkina/Tentative de déstabilisation : L’intégralité de la déclaration du ministre Mahamoudou Sana,https://lefaso.net/spip.php?article133049,
lefaso.net,Politique,7,"Burkina : Le ministre de la Sécurité annonce une tentative internationale de déstabilisation et siffle ""la fin de la récréation""",https://lefaso.net/spip.php?article133043,
lefaso.net,Politique,7,Gouvernance dans les Etats de l’AES : Kelgwendé André Sawadogo suggère d’amorcer une vraie révolution,https://lefaso.net/spip.php?article132833,
lefaso.net,Politique,7,Attaque de Barsalogho : Le Premier ministre pointe du doigt le non-respect des instructions pour protéger les populations,https://lefaso.net/spip.php?article132793,
lefaso.net,Politique,8,Burkina/ALT : Le gouvernement retire le projet de loi constitutionnelle portant révision de la constitution,https://lefaso.net/spip.php?article132598,
lefaso.net,Politique,8,Soutien à la Transition : Des chefs coutumiers resserrent les rangs à travers « Burkina Celbal Baara »,https://lefaso.net/spip.php?article132584,
lefaso.net,Politique,8,"Burkina : Il faut aller à la réconciliation nationale, c’est primordial",https://lefaso.net/spip.php?article132486,
lefaso.net,Politique,8,Burkina Faso : Adoption d’un avant-projet de loi constitutionnelle portant modification de la devise,https://lefaso.net/spip.php?article132396,
lefaso.net,Politique,8,7e anniversaire du décès de Salifou Diallo : Le MPP rend hommage à un combattant infatigable,https://lefaso.net/spip.php?article132336,
lefaso.net,Politique,8,Indépendance énergétique : Le Burkina crée une Agence de l’Energie Atomique,https://lefaso.net/spip.php?article132287,
lefaso.net,Politique,8,Burkina/Éducation : Environ 1 300 écoles rouvertes d’octobre 2023 à juin 2024 selon le ministre de l’éducation Jacques Sosthène Dingara,https://lefaso.net/spip.php?article132190,
lefaso.net,Politique,8,"Burkina / Evaluation des ministres : Un taux d’exécution de 56,14% pour le ministère de la Fonction publique",https://lefaso.net/spip.php?article132182,
lefaso.net,Politique,8,Burkina/Évaluation des ministres : Un taux de réalisation de 63% pour le ministère de la Justice,https://lefaso.net/spip.php?article132181,
lefaso.net,Politique,8,"Burkina/Évaluation des ministres : Un appui psychologique apporté à plus de 1,3 million de PDI par le département en charge de l’Action humanitaire",https://lefaso.net/spip.php?article132180,
lefaso.net,Politique,8,Burkina/Évaluation des ministres : Un taux d’exécution de 57% au ministère de l’Agriculture,https://lefaso.net/spip.php?article132179,
lefaso.net,Politique,8,Burkina/Évaluation des ministres : Un taux de réalisation de 48% pour un taux repère de 50% au ministère de la Santé,https://lefaso.net/spip.php?article132178,
lefaso.net,Politique,8,"Burkina/ Reconquête du territoire : « Sur le terrain, nous avons évolué jusqu’aux environs de 69%... », général Kassoum Coulibaly",https://lefaso.net/spip.php?article132149,
lefaso.net,Politique,8,"Démocratie en Afrique : « L’opposition aux régimes militaires s’est affaiblie de 11 points et le soutien aux élections de 8 points à travers 30 pays », rapport 2024 Afrobarometer",https://lefaso.net/spip.php?article132144,
lefaso.net,Politique,8,"Burkina/Évaluation des ministres : Un taux de réalisation de 47,68% pour le ministère de l’Administration territoriale et de la sécurité",https://lefaso.net/spip.php?article132148,
lefaso.net,Politique,8,Burkina : Les formations à l’extérieur au profit des membres des conseils d’administration des sociétés d’État sont interdites,https://lefaso.net/spip.php?article132138,
