title,link,rubrique,source,page,titre,url,date
,,Politique,lefaso.net,4.0,"Evaluation annuelle des membres du Gouverment : Un taux de performance de 84,33% pour le ministre de l’Administration territoriale et de la mobilité",https://lefaso.net/spip.php?article136072,
,,Politique,lefaso.net,4.0,"Évaluation des contrats d’objectifs 2024 des membres du Gouvernement : Le département de Edasso Rodrigue Bayala affiche un taux de réalisation de 99,03%",https://lefaso.net/spip.php?article136061,
,,Politique,lefaso.net,4.0,Pr Magloire Somé à propos du rôle de l’église catholique dans l’évolution du Burkina Faso : « L’instabilité politique et la mauvaise gestion du pouvoir d’État ont souvent provoqué des diatribes verbales de l’épiscopat »,https://lefaso.net/spip.php?article136000,
,,Politique,lefaso.net,4.0,Burkina/Dialogue social : Le gouvernement et les syndicats accordent leurs violons,https://lefaso.net/spip.php?article135988,
,,Politique,lefaso.net,4.0,"Intégration sous-régionale : ""Toute décision de retirer nos états de la CEDEAO n’incarne point un bon esprit panafricaniste"" (déclaration SOCL)",https://lefaso.net/spip.php?article135758,
,,Politique,lefaso.net,4.0,"Burkina : « Depuis l’avènement de l’AES, nos ennemis tentent vainement de freiner l’élan révolutionnaire de nos peuples » (ACPB-Mouvement jeunesse, réveille-toi)",https://lefaso.net/spip.php?article135686,
,,Politique,lefaso.net,4.0,"Burkina : Le succès de la réconciliation nationale passe par le dialogue inclusif et sincère (Dr Ablassé Ouédraogo, Le Faso Autrement)",https://lefaso.net/spip.php?article135682,
,,Politique,lefaso.net,4.0,𝐑é𝐠𝐢𝐨𝐧 𝐝𝐞𝐬 𝐇𝐚𝐮𝐭𝐬-𝐁𝐚𝐬𝐬𝐢𝐧𝐬 : 𝐋𝐞 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 𝐦𝐢𝐧𝐢𝐬𝐭𝐫𝐞 é𝐜𝐡𝐚𝐧𝐠𝐞 𝐚𝐯𝐞𝐜 𝐥’𝐀𝐝𝐦𝐢𝐧𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐨𝐧 𝐞𝐭 𝐥𝐞𝐬 𝐨𝐩é𝐫𝐚𝐭𝐞𝐮𝐫𝐬 é𝐜𝐨𝐧𝐨𝐦𝐢𝐪𝐮𝐞𝐬,https://lefaso.net/spip.php?article135676,
,,Politique,lefaso.net,4.0,Ministère de la Santé : Qui est Dr Joël Arthur Kiendrébéogo nommé secrétaire général ?,https://lefaso.net/spip.php?article135496,
,,Politique,lefaso.net,4.0,Burkina : “Le bilan est largement suffisant pour adresser un satisfecit au président Ibrahim Traoré et lui rendre un vibrant hommage” (le Réseau patriotique burkinabè),https://lefaso.net/spip.php?article135498,
,,Politique,lefaso.net,4.0,"Relations Afrique-France : « S’il y a bien un ingrat, c’est bien Emmanuel Macron » (Capitaine Ibrahim Traoré)",https://lefaso.net/spip.php?article135417,
,,Politique,lefaso.net,4.0,"Réconciliation nationale : « On doit réunir tous ceux qui cherchent la paix, pour que chacun donne le meilleur de lui-même pour sauver le pays » (El Hadj Mohamadi Lamine Kouanda)",https://lefaso.net/spip.php?article135384,
,,Politique,lefaso.net,4.0,"Retrait de la CEDEAO : « Le peuple de l’AES n’a peur d’aucune menace, parce qu’il a déjà vécu toutes les violences possibles » (Lucien Zié du mouvement Le Faso, Ma Patrie)",https://lefaso.net/spip.php?article135248,
,,Politique,lefaso.net,4.0,"Rétro politique 2024 au Burkina : Du retrait de la CEDEAO à la consolidation des liens avec la Russie, en passant par la création de la Confédération AES..., une année bien mouvementée",https://lefaso.net/spip.php?article135241,
,,Politique,lefaso.net,4.0,Burkina/Soulèvement populaire de 1966 : L’UAS invite le gouvernement à inscrire son action dans le respect des droits et libertés des citoyens,https://lefaso.net/spip.php?article135230,
,,Politique,lefaso.net,4.0,Nouvel an 2025 : Message à la Nation du président du Faso,https://lefaso.net/spip.php?article135195,
,,Politique,lefaso.net,5.0,Fête du nouvel an 2025 : Les vœux du parti Le Faso Autrement,https://lefaso.net/spip.php?article135201,
,,Politique,lefaso.net,5.0,Fête du nouvel an 2025 : Les vœux de Zéphirin Diabré,https://lefaso.net/spip.php?article135200,
,,Politique,lefaso.net,5.0,Fête du nouvel an 2025 : Les vœux du MPP,https://lefaso.net/spip.php?article135203,
,,Politique,lefaso.net,5.0,Burkina/Justice : Les députés adoptent la loi portant amnistie et conditions d’octroi de grâce amnistiante,https://lefaso.net/spip.php?article135159,
,,Politique,lefaso.net,5.0,Burkina : Les députés de l’ALT votent la loi portant interdiction des emballages et sachets en plastique,https://lefaso.net/spip.php?article135162,
,,Politique,lefaso.net,5.0,Burkina/Justice : Les députés adoptent le projet de loi portant amnistie et conditions d’octroi de grâce amnistiante,https://lefaso.net/spip.php?article135146,
,,Politique,lefaso.net,5.0,Déclaration de politique générale : Les députés conquis par les promesses du Premier ministre Rimtalba Jean Emmanuel Ouédraogo,https://lefaso.net/spip.php?article135133,
,,Politique,lefaso.net,5.0,"Burkina Faso : « 70,59% du territoire sous contrôle, 1 million de déplacés réinstallés », assure le Premier ministre Rimtalba Jean Emmanuel Ouédraogo",https://lefaso.net/spip.php?article135122,
,,Politique,lefaso.net,5.0,Burkina Faso : L’intégralité de la Déclaration de politique générale du Premier ministre Jean Emmanuel Ouédraogo,https://lefaso.net/spip.php?article135101,
,,Politique,lefaso.net,5.0,Conduite de l’action gouvernementale : Les députés accordent leur confiance au Premier ministre Rimtalba Jean Emmanuel Ouédraogo,https://lefaso.net/spip.php?article135111,
,,Politique,lefaso.net,5.0,Burkina : Le Premier ministre Jean Emmanuel Ouédraogo prononcera ce 27 décembre 2024 sa déclaration de politique générale devant l’ALT,https://lefaso.net/spip.php?article135068,
,,Politique,lefaso.net,5.0,Burkina Faso : Le budget de l’État exercice 2025 s’élève à plus de 3 100 milliards de FCFA,https://lefaso.net/spip.php?article135035,
,,Politique,lefaso.net,5.0,"Burkina : Amnistier les faits du coup d’État de 2015 n’est pas contraire à l’esprit de l’insurrection populaire, rassure le ministre de la Justice",https://lefaso.net/spip.php?article134992,
,,Politique,lefaso.net,5.0,Burkina : François Compaoré bloqué en Côte d’Ivoire,https://lefaso.net/spip.php?article135000,
,,Politique,lefaso.net,5.0,Burkina : Vers une amnistie pour certains auteurs de la tentative de coup d’État de septembre 2015,https://lefaso.net/spip.php?article134939,
,,Politique,lefaso.net,5.0,"Nouveau Gouvernement :  Accélération, lutte contre la corruption et rationalisation des dépenses comme boussole pour 2025",https://lefaso.net/spip.php?article134906,
,,Politique,lefaso.net,5.0,"Burkina : « Les forces combattantes vont poursuivre les terroristes jusqu’à leur dernier retranchement », promet le président Ibrahim Traoré",https://lefaso.net/spip.php?article134726,
,,Politique,lefaso.net,5.0,Ministère de la Fonction publique : Bassolma Bazié cède officiellement son fauteuil à Mathias Traoré,https://lefaso.net/spip.php?article134741,
,,Politique,lefaso.net,5.0,"Burkina/Lutte contre le terrorisme : « Nous verrons bientôt le bout du tunnel, il ne sera plus qu’une question de temps », foi du nouveau ministre de la défense",https://lefaso.net/spip.php?article134690,
,,Politique,lefaso.net,5.0,Burkina : Le CDP rejette des accusations « mensongères » à l’encontre de son président Eddie Komboïgo,https://lefaso.net/spip.php?article134704,
,,Politique,lefaso.net,6.0,"Burkina : « Nous devons intensifier les efforts sur tous les fronts », affirme le nouveau Premier ministre, Jean Emmanuel Ouédraogo",https://lefaso.net/spip.php?article134674,
,,Politique,lefaso.net,6.0,Burkina Faso : Bassolma Bazié nommé président de la Commission nationale de la Confédération des Etats du Sahel,https://lefaso.net/spip.php?article134675,
,,Politique,lefaso.net,6.0,"Burkina Faso / Nouveau gouvernement : Départ de Bassolma Bazié, entrée du général Simporé… les changements notables",https://lefaso.net/spip.php?article134664,
,,Politique,lefaso.net,6.0,Burkina : Le général de brigade Célestin Simporé nommé ministre de la Défense,https://lefaso.net/spip.php?article134669,
,,Politique,lefaso.net,6.0,Burkina Faso : Jean Emmanuel Ouédraogo nommé Premier ministre,https://lefaso.net/spip.php?article134659,
,,Politique,lefaso.net,6.0,"Burkina Faso : Fin de fonction du Premier ministre Apollinaire Kyelem, le gouvernement dissout",https://lefaso.net/spip.php?article134644,
,,Politique,lefaso.net,6.0,Burkina : Trois citoyens demandent des précisions au Premier ministre sur sa remise en cause de la célébration du 11 décembre,https://lefaso.net/spip.php?article134571,
,,Politique,lefaso.net,6.0,"Burkina Faso / Célébration du 11 décembre : « La date de la fête nationale reste à écrire », prévient le Premier ministre",https://lefaso.net/spip.php?article134540,
,,Politique,lefaso.net,6.0,Fête nationale : Le Premier ministre questionne le choix de la date du 11 décembre,https://lefaso.net/spip.php?article134536,
,,Politique,lefaso.net,6.0,Burkina : Les députés votent la loi portant statut général des personnels des forces armées nationales,https://lefaso.net/spip.php?article134507,
,,Politique,lefaso.net,6.0,Séjour du Chef de l’Etat dans les Hauts-Bassins : Les autorités administratives et militaires réaffirment leur engagement,https://lefaso.net/spip.php?article134491,
,,Politique,lefaso.net,6.0,"Burkina : Les PDS sommés de se contenter des mots de bienvenue en lieu et place des discours ""fleuves"" lors des cérémonies",https://lefaso.net/spip.php?article134482,
,,Politique,lefaso.net,6.0,"Burkina : Le pouvoir fait des ""révélations graves"" sur des entreprises immobilières",https://lefaso.net/spip.php?article134456,
,,Politique,lefaso.net,6.0,Armoiries du Burkina Faso : Vers une révision de la loi y relative,https://lefaso.net/spip.php?article134454,
,,Politique,lefaso.net,6.0,Burkina/Gouvernance : La CODEL présente son Plan stratégique 2025-2029 aux partenaires et affiche ses ambitions pour le pays,https://lefaso.net/spip.php?article134417,
,,Politique,lefaso.net,6.0,"Burkina : Les députés et le personnel de l’ALT invités à s’approprier la devise « La Patrie ou la Mort, nous Vaincrons »",https://lefaso.net/spip.php?article134355,
,,Politique,lefaso.net,6.0,Burkina : Le président du Faso promulgue la loi portant révision de la Constitution,https://lefaso.net/spip.php?article134309,
,,Politique,lefaso.net,6.0,Burkina : Les députés de l’ALT adoptent le projet de loi portant administration du travail d’intérêt général,https://lefaso.net/spip.php?article134025,
,,Politique,lefaso.net,6.0,Projet de déstabilisation de la Transition : Des soldats refusent un marché de cinq milliards,https://lefaso.net/spip.php?article134049,
,,Politique,lefaso.net,6.0,"Burkina : Dépenses à la présidence du Faso, brebis galeuses à l’action sociale, « sabotage » à Air Burkina… Le président Ibrahim Traoré s’exprime",https://lefaso.net/spip.php?article133915,
,,Politique,lefaso.net,7.0,Burkina : L’Assemblée législative de transition valide le projet de loi portant modification de la constitution,https://lefaso.net/spip.php?article133661,
,,Politique,lefaso.net,7.0,"Désenclavement et urbanisation : Le gouvernement adopte l’Initiative présidentielle ""Faso Mêbo""",https://lefaso.net/spip.php?article133601,
,,Politique,lefaso.net,7.0,"Burkina/Célébration du 15 octobre : « Méditez le sens profond de notre hymne national et de l’hymne de la révolution », Apollinaire Kyélèm de Tambèla",https://lefaso.net/spip.php?article133543,
,,Politique,lefaso.net,7.0,37e anniversaire de l’assassinat de Thomas Sankara : Le Président du Faso rend hommage à un grand visionnaire,https://lefaso.net/spip.php?article133549,
,,Politique,lefaso.net,7.0,"Burkina : « Vivons avec le minimum qu’on a, et vivons surtout dignes », souligne le conseiller spécial du président du Faso, William Sosthène Sanou",https://lefaso.net/spip.php?article133478,
,,Politique,lefaso.net,7.0,Burkina Faso : Le Premier ministre présente ses excuses suite à ses propos polémiques sur les fétiches,https://lefaso.net/spip.php?article133407,
,,Politique,lefaso.net,7.0,"Burkina/ Sécurité : « Toutes les communes auront la présence d’une force de sécurité », président du Faso",https://lefaso.net/spip.php?article133316,
,,Politique,lefaso.net,7.0,"Burkina/ Tentative de déstabilisation : « Je ne vous promets rien, mais j’espère que Damiba sera extradé », président du Faso",https://lefaso.net/spip.php?article133317,
,,Politique,lefaso.net,7.0,🛑Burkina/AN II de la Transition : L’adresse du président du Faso aux Burkinabè,https://lefaso.net/spip.php?article133308,
,,Politique,lefaso.net,7.0,"Burkina/Montée des couleurs à la Primature : « Je vous demande de contribuer à l’éducation de vos enfants. Et vous-mêmes, vous devez vous éduquer » (Premier ministre)",https://lefaso.net/spip.php?article133274,
,,Politique,lefaso.net,7.0,"Burkina : « Près de 70% du territoire est désormais sous le contrôle de l’État », déclare Jean Marie Traoré (ministre des Affaires étrangères)",https://lefaso.net/spip.php?article133207,
,,Politique,lefaso.net,7.0,Burkina/AN II de la Transition : Le président du Faso s’adressera aux Burkinabè le 5 octobre 2024 sur la Radio nationale,https://lefaso.net/spip.php?article133202,
,,Politique,lefaso.net,7.0,"Tentative de déstabilisation du Burkina : L’ex-commandant des Forces spéciales, Ahmed Kinda, passe aux aveux (RTB)",https://lefaso.net/spip.php?article133166,
,,Politique,lefaso.net,7.0,Université d’été des jeunes de l’AES : Le Président du Faso invite la jeunesse à faire échec à la manipulation,https://lefaso.net/spip.php?article133134,
,,Politique,lefaso.net,7.0,Université d’été de l’AES :  Des jeunes réunis pour discuter des enjeux de la confédération,https://lefaso.net/spip.php?article133086,
,,Politique,lefaso.net,7.0,Secteur de l’assurance : Le gouvernement décide de la création d’une société de réassurance,https://lefaso.net/spip.php?article133080,
,,Politique,lefaso.net,7.0,Burkina/Tentative de déstabilisation : L’intégralité de la déclaration du ministre Mahamoudou Sana,https://lefaso.net/spip.php?article133049,
,,Politique,lefaso.net,7.0,"Burkina : Le ministre de la Sécurité annonce une tentative internationale de déstabilisation et siffle ""la fin de la récréation""",https://lefaso.net/spip.php?article133043,
,,Politique,lefaso.net,7.0,Gouvernance dans les Etats de l’AES : Kelgwendé André Sawadogo suggère d’amorcer une vraie révolution,https://lefaso.net/spip.php?article132833,
,,Politique,lefaso.net,7.0,Attaque de Barsalogho : Le Premier ministre pointe du doigt le non-respect des instructions pour protéger les populations,https://lefaso.net/spip.php?article132793,
,,Politique,lefaso.net,8.0,Burkina/ALT : Le gouvernement retire le projet de loi constitutionnelle portant révision de la constitution,https://lefaso.net/spip.php?article132598,
,,Politique,lefaso.net,8.0,Soutien à la Transition : Des chefs coutumiers resserrent les rangs à travers « Burkina Celbal Baara »,https://lefaso.net/spip.php?article132584,
,,Politique,lefaso.net,8.0,"Burkina : Il faut aller à la réconciliation nationale, c’est primordial",https://lefaso.net/spip.php?article132486,
,,Politique,lefaso.net,8.0,Burkina Faso : Adoption d’un avant-projet de loi constitutionnelle portant modification de la devise,https://lefaso.net/spip.php?article132396,
,,Politique,lefaso.net,8.0,7e anniversaire du décès de Salifou Diallo : Le MPP rend hommage à un combattant infatigable,https://lefaso.net/spip.php?article132336,
,,Politique,lefaso.net,8.0,Indépendance énergétique : Le Burkina crée une Agence de l’Energie Atomique,https://lefaso.net/spip.php?article132287,
,,Politique,lefaso.net,8.0,Burkina/Éducation : Environ 1 300 écoles rouvertes d’octobre 2023 à juin 2024 selon le ministre de l’éducation Jacques Sosthène Dingara,https://lefaso.net/spip.php?article132190,
,,Politique,lefaso.net,8.0,"Burkina / Evaluation des ministres : Un taux d’exécution de 56,14% pour le ministère de la Fonction publique",https://lefaso.net/spip.php?article132182,
,,Politique,lefaso.net,8.0,Burkina/Évaluation des ministres : Un taux de réalisation de 63% pour le ministère de la Justice,https://lefaso.net/spip.php?article132181,
